Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Nom communes équipées
2101;Bachaumont - Montmartre;OUI;33;29;4;3;1;OUI;OUI;2023-11-05T20:37:38+01:00;Paris
35011;Honoré d'Estienne d'Ovres - Grilles;OUI;18;7;10;5;5;OUI;OUI;2023-11-05T20:42:09+01:00;Pantin
8049;Georges V - François 1er;OUI;22;19;2;1;1;OUI;OUI;2023-11-05T20:41:28+01:00;Paris
19036;Hôpital Robert Debré;OUI;33;30;3;1;2;OUI;OUI;2023-11-05T20:39:48+01:00;Paris
5030;Sorbonne - Ecoles;OUI;50;40;10;9;1;OUI;OUI;2023-11-05T20:42:10+01:00;Paris
32021;Place du Front Populaire - George Sand;OUI;35;32;3;0;3;OUI;OUI;2023-11-05T20:39:08+01:00;Saint-Denis
8029;Place du Canada;OUI;39;34;5;1;4;OUI;OUI;2023-11-05T20:39:22+01:00;Paris
15060;Place de la Montagne du Goulet;OUI;21;3;18;17;1;OUI;OUI;2023-11-05T20:41:09+01:00;Paris
19021;Mairie du 19ème;OUI;27;22;5;1;4;OUI;OUI;2023-11-05T20:41:49+01:00;Paris
15131;Charles Lecocq - Lecourbe;OUI;30;5;25;22;3;OUI;OUI;2023-11-05T20:43:35+01:00;Paris
11012;Montreuil - Voltaire;OUI;34;30;3;2;1;OUI;OUI;2023-11-05T20:41:40+01:00;Paris
10037;Quai de Valmy;OUI;26;21;4;0;4;OUI;OUI;2023-11-05T20:42:38+01:00;Paris
17104;Jardin Marguerite Long;OUI;22;15;7;5;2;OUI;OUI;2023-11-05T20:42:14+01:00;Paris
20002;Square de la rue Pixérécourt;OUI;15;13;2;0;2;OUI;OUI;2023-11-05T20:34:30+01:00;Paris
11044;Square du Bataclan;OUI;20;1;19;9;10;OUI;OUI;2023-11-05T20:42:47+01:00;Paris
16014;Eylau - Trocadéro;OUI;24;23;1;0;1;OUI;OUI;2023-11-05T20:42:07+01:00;Paris
21004;Jean Jaurès - Reine;OUI;31;18;11;5;6;OUI;OUI;2023-11-05T20:42:02+01:00;Boulogne-Billancourt
15125;Parc Suzanne Lenglen;OUI;52;20;31;31;0;OUI;OUI;2023-11-05T20:41:51+01:00;Paris
22002;Argenson - Château;OUI;25;11;14;9;5;OUI;OUI;2023-11-05T20:35:27+01:00;Neuilly-sur-Seine
13027;Mazagran - Pierre de Coubertin;OUI;15;12;3;2;1;OUI;OUI;2023-11-05T20:34:26+01:00;Paris
35008;Place de l'Eglise - Pantin;OUI;30;25;5;2;3;OUI;OUI;2023-11-05T20:42:30+01:00;Pantin
21316;Cimetière d'Issy-les-Moulineaux;OUI;24;17;7;0;7;OUI;OUI;2023-11-05T20:42:30+01:00;Issy-les-Moulineaux
16031;Vignes - Boulainvilliers;OUI;21;19;2;0;2;OUI;OUI;2023-11-05T20:39:51+01:00;Paris
10004;Metz - Faubourg Saint-Denis;OUI;48;30;18;13;5;OUI;OUI;2023-11-05T20:43:45+01:00;Paris
12153;Terroirs de France - Lheureux;OUI;55;37;18;11;7;OUI;OUI;2023-11-05T20:43:39+01:00;Paris
21118;Neuilly - Petit;OUI;16;9;6;3;3;OUI;OUI;2023-11-05T20:39:36+01:00;Clichy
17005;Brochant - Clichy;OUI;53;47;4;2;2;OUI;OUI;2023-11-05T20:41:31+01:00;Paris
8008;Joseph Sansboeuf - Saint Lazare;OUI;18;16;2;1;1;OUI;OUI;2023-11-05T20:42:41+01:00;Paris
21017;Place Marcel Sembat;OUI;56;41;13;11;2;OUI;OUI;2023-11-05T20:41:58+01:00;Boulogne-Billancourt
21203;Place Jules Ferry;OUI;28;21;7;3;4;OUI;OUI;2023-11-05T20:40:48+01:00;Montrouge
14016;René Coty - Parc Montsouris;OUI;55;43;12;6;6;OUI;OUI;2023-11-05T20:43:01+01:00;Paris
5034;Censier - Santeuil;OUI;69;39;28;26;2;OUI;OUI;2023-11-05T20:39:33+01:00;Paris
18014;Léon - Doudeauville;OUI;13;10;2;1;1;OUI;OUI;2023-11-05T20:42:39+01:00;Paris
10017;Gare de l'Est - Fidélité;OUI;15;11;4;2;2;OUI;OUI;2023-11-05T20:42:13+01:00;Paris
18035;René Binet - Porte de Montmartre;OUI;37;30;7;6;1;OUI;OUI;2023-11-05T20:41:05+01:00;Paris
22013;Mairie de Neuilly sur Seine;OUI;31;5;26;25;1;OUI;OUI;2023-11-05T20:43:31+01:00;Neuilly-sur-Seine
42011;Quai Marcel Boyer - Victor Hugo;OUI;29;0;28;19;9;OUI;OUI;2023-11-05T20:43:16+01:00;Ivry-sur-Seine
21115;Chancé Milly - Cimetière Communal Sud;OUI;32;6;24;20;4;OUI;OUI;2023-11-05T20:40:41+01:00;Clichy
21120;Docteur Calmette - Martre;OUI;30;8;19;14;5;OUI;OUI;2023-11-05T20:43:46+01:00;Clichy
19025;Botzaris - Crimée;OUI;21;15;5;0;5;OUI;OUI;2023-11-05T20:37:57+01:00;Paris
20117;Saint-Fargeau - Mortier;OUI;33;32;0;0;0;OUI;OUI;2023-11-05T20:38:06+01:00;Paris
16009;Saint-Didier - Raymond Poincaré;OUI;17;14;1;1;0;OUI;OUI;2023-11-05T20:42:34+01:00;Paris
14125;Dareau - Broussais;OUI;24;13;11;7;4;OUI;OUI;2023-11-05T20:39:01+01:00;Paris
21029;Cours de l'Ile Seguin - Parc Billancourt;OUI;29;17;12;5;7;OUI;OUI;2023-11-05T20:43:43+01:00;Boulogne-Billancourt
20047;Cours de Vincennes - Davout;OUI;48;45;3;1;2;OUI;OUI;2023-11-05T20:41:05+01:00;Paris
20039;Belleville - Couronnes;OUI;50;43;4;1;3;OUI;OUI;2023-11-05T20:43:51+01:00;Paris
31017;Jean Moulin - Paul Doumer;OUI;20;16;4;0;4;OUI;OUI;2023-11-05T20:39:28+01:00;Montreuil
10153;Gare du Nord - Denain;OUI;20;20;0;0;0;OUI;OUI;2023-11-05T20:42:50+01:00;Paris
22403;Pierre Brossolette - Adolphe Pinard;OUI;24;18;6;1;5;OUI;OUI;2023-11-05T20:41:56+01:00;Malakoff
15072;Place Fernand Forest;OUI;33;11;22;19;3;OUI;OUI;2023-11-05T20:41:30+01:00;Paris
14128;Gergovie - Vercingétorix;OUI;29;27;2;0;2;OUI;OUI;2023-11-05T20:39:06+01:00;Paris
14101;Gare Montparnasse - Edgar Quinet;OUI;33;32;1;0;1;OUI;OUI;2023-11-05T20:38:54+01:00;Paris
20004;Commandant l'Herminier - Gallieni;OUI;17;13;2;1;1;OUI;OUI;2023-11-05T20:41:41+01:00;Paris
44002;Paul Vaillant-Couturier - Gare RER;OUI;26;4;20;17;3;OUI;OUI;2023-11-05T20:41:55+01:00;Vitry-sur-Seine
4107;Beaumarchais - Pas de la Mule;OUI;18;8;10;6;4;OUI;OUI;2023-11-05T20:43:27+01:00;Paris
21031;Cimetière de Boulogne-Billancourt;OUI;40;24;16;10;6;OUI;OUI;2023-11-05T20:43:06+01:00;Boulogne-Billancourt
12125;Pyramide - Parc Floral;OUI;50;38;11;7;4;OUI;OUI;2023-11-05T20:43:33+01:00;Paris
15043;Brancion - Lefebvre;OUI;11;5;6;0;6;OUI;OUI;2023-11-05T20:43:03+01:00;Paris
9016;Choron - Martyrs;OUI;17;8;7;5;2;OUI;OUI;2023-11-05T20:38:58+01:00;Paris
17039;Place Saint-Ferdinand;OUI;38;35;2;0;2;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
13515;Auguste Blanqui - Glacière;OUI;60;47;12;11;1;OUI;OUI;2023-11-05T20:41:06+01:00;Paris
20009;Docteurs Déjérine - Pte de Montreuil;OUI;20;19;1;0;1;OUI;OUI;2023-11-05T20:42:38+01:00;Paris
8011;Clapeyron - Moscou;OUI;15;13;2;2;0;OUI;OUI;2023-11-05T20:40:50+01:00;Paris
42305;Vanne - Saussaies;OUI;20;12;8;1;7;OUI;OUI;2023-11-05T20:43:42+01:00;Cachan
13020;Paul Klee - Place Augusta Holmes;OUI;43;41;2;1;1;OUI;OUI;2023-11-05T20:42:03+01:00;Paris
11032;Jean-Pierre Timbaud - Vaucouleurs;OUI;47;12;32;24;8;OUI;OUI;2023-11-05T20:40:15+01:00;Paris
14113;Santé - Arago;OUI;38;33;5;2;3;OUI;OUI;2023-11-05T20:43:41+01:00;Paris
13121;Bruneseau - Quai d'Ivry;OUI;48;15;30;29;1;OUI;OUI;2023-11-05T20:43:34+01:00;Ivry-sur-Seine
10152;Gare du Nord - Place de Valenciennes;OUI;25;25;0;0;0;OUI;OUI;2023-11-05T20:42:50+01:00;Paris
21028;Pierre Lefaucheux - Traversière;OUI;35;24;9;8;1;OUI;OUI;2023-11-05T20:38:08+01:00;Boulogne-Billancourt
35015;Averroès - Aimé Césaire;OUI;19;7;12;8;4;OUI;OUI;2023-11-05T20:43:52+01:00;Pantin
19204;Rampal - Belleville;NON;0;0;0;0;0;NON;NON;2023-09-19T10:41:41+02:00;Paris
15019;Paul Barruel - Vaugirard;OUI;39;32;7;3;4;OUI;OUI;2023-11-05T20:42:41+01:00;Paris
13011;Hôpital - Campo-Formio;OUI;16;12;4;0;4;OUI;OUI;2023-11-05T20:43:06+01:00;Paris
16007;Longchamp - Place d'Iéna;OUI;40;31;6;2;4;OUI;OUI;2023-11-05T20:38:54+01:00;Paris
32001;Proudhon - Président Wilson;OUI;30;2;28;11;17;OUI;OUI;2023-11-05T20:38:51+01:00;Saint-Denis
10110;Louis Blanc - Jemmapes;OUI;31;22;5;2;3;OUI;OUI;2023-11-05T20:43:50+01:00;Paris
8549;George V - Christophe Colomb;OUI;24;22;1;0;1;OUI;OUI;2023-11-05T20:43:53+01:00;Paris
9036;Athènes - Clichy;OUI;20;17;2;2;0;OUI;OUI;2023-11-05T20:43:37+01:00;Paris
13033;Porte d'Italie;OUI;13;9;4;1;3;OUI;OUI;2023-11-05T20:43:50+01:00;Paris
33104;Square Edmond Pépin;OUI;0;0;0;0;0;NON;NON;2023-09-16T18:20:20+02:00;Le Pré-Saint-Gervais
42701;Charles Gide - Fort de Bicêtre;OUI;30;19;9;3;6;OUI;OUI;2023-11-05T20:43:22+01:00;Le Kremlin-Bicêtre
12006;Gare de Lyon - Van Gogh;OUI;51;49;1;1;0;OUI;OUI;2023-11-05T20:43:55+01:00;Paris
16020;Place de la Porte de Passy;OUI;36;26;8;5;3;OUI;OUI;2023-11-05T20:41:16+01:00;Paris
7111;Ecole Militaire - Place Joffre;OUI;26;9;17;16;1;OUI;OUI;2023-11-05T20:43:26+01:00;Paris
18027;Damrémont - Ordener;OUI;30;24;5;2;3;OUI;OUI;2023-11-05T20:42:08+01:00;Paris
17029;Pierre Demours - Laugier;OUI;37;31;3;1;2;OUI;OUI;2023-11-05T20:39:12+01:00;Paris
4003;Quai aux Fleurs - Pont Saint-Louis;OUI;21;7;14;11;3;OUI;OUI;2023-11-05T20:42:27+01:00;Paris
11103;Pelée - Alphonse Baudin;OUI;38;26;10;8;2;OUI;OUI;2023-11-04T15:33:29+01:00;Paris
15023;La Motte-Picquet - Grenelle;OUI;34;9;23;21;2;OUI;OUI;2023-11-05T20:41:55+01:00;Paris
21708;Marcel Yol - Jullien;OUI;30;23;5;2;3;OUI;OUI;2023-11-05T20:36:06+01:00;Vanves
22501;Théâtre de La Garenne;OUI;20;12;8;5;3;OUI;OUI;2023-11-05T20:40:35+01:00;La Garenne-Colombes
13048;Wurtz - Tolbiac;OUI;28;6;21;14;7;OUI;OUI;2023-11-05T20:38:29+01:00;Paris
42003;Place de l'Insurrection d'Août 1944;OUI;30;1;29;23;6;OUI;OUI;2023-11-05T20:43:15+01:00;Ivry-sur-Seine
41210;Hôtel de ville de Fontenay-sous-Bois;OUI;20;14;6;1;5;OUI;OUI;2023-11-05T20:42:05+01:00;Fontenay-sous-Bois
13128;Quai de la Gare - Pont de Bercy;OUI;30;19;9;3;6;OUI;OUI;2023-11-05T20:43:48+01:00;Paris
42304;Marc Sangnier - Division Leclerc;OUI;24;1;23;19;4;OUI;OUI;2023-11-05T20:39:00+01:00;Cachan
10105;Mazagran - Bonne Nouvelle;OUI;25;8;16;9;7;OUI;OUI;2023-11-05T20:43:48+01:00;Paris
11109;Pierre Levée - Fontaine Timbaud;OUI;23;10;11;6;5;OUI;OUI;2023-11-05T20:43:01+01:00;Paris
42501;Raspail - Albert Schweitzer;OUI;28;2;25;21;4;OUI;OUI;2023-11-05T20:40:25+01:00;Gentilly
21307;Victor Cresson - Telles de la Poterie;OUI;31;1;28;25;3;OUI;OUI;2023-11-05T20:43:18+01:00;Issy-les-Moulineaux
22206;Louis Pasteur - Albert Petit;OUI;31;29;2;0;2;OUI;OUI;2023-11-05T20:37:45+01:00;Bagneux
15052;Convention - Vaugirard;OUI;48;5;42;38;4;OUI;OUI;2023-11-05T20:42:11+01:00;Paris
15030;Emeriau - Beaugrenelle;OUI;74;22;48;48;0;OUI;OUI;2023-11-05T20:43:41+01:00;Paris
31021;Résistance - Hoche;OUI;29;25;4;0;4;OUI;OUI;2023-11-05T20:39:49+01:00;Montreuil
9114;Faubourg Poissonnière - Dunkerque;OUI;30;27;3;1;2;OUI;OUI;2023-11-05T20:41:14+01:00;Paris
16115;Raffet - Montmorency;OUI;42;32;9;5;4;OUI;OUI;2023-11-05T20:42:01+01:00;Paris
12007;Gare de Lyon - Chalon;OUI;45;43;1;0;1;OUI;OUI;2023-11-05T20:39:18+01:00;Paris
15123;Commerce - Letellier;OUI;44;9;34;30;4;OUI;OUI;2023-11-05T20:42:13+01:00;Paris
25001;Colmar - Victor Hugo;OUI;32;28;4;2;2;OUI;OUI;2023-11-05T20:43:00+01:00;Rueil-Malmaison
13039;Ivry - Simone Weil;OUI;18;13;4;0;4;OUI;OUI;2023-11-05T20:39:53+01:00;Paris
35007;Benjamin Delessert - Jean Lolive;OUI;21;16;4;2;2;OUI;OUI;2023-11-05T20:42:46+01:00;Pantin
21030;Fessart - Château;OUI;20;1;18;13;5;OUI;OUI;2023-11-05T20:40:15+01:00;Boulogne-Billancourt
47001;Place de la Gare;OUI;46;6;39;37;2;OUI;OUI;2023-11-05T20:43:40+01:00;Maisons-Alfort
16024;Ranelagh - Maison de la Radio;OUI;22;7;15;15;0;OUI;OUI;2023-11-05T20:43:57+01:00;Paris
44101;Place Mongolfier;OUI;39;9;29;17;12;OUI;OUI;2023-11-05T20:43:34+01:00;Saint-Maurice
21702;Gare SNCF Vanves-Malakoff;OUI;51;46;4;1;3;OUI;OUI;2023-11-05T20:40:37+01:00;Vanves
22303;Lucien Lanternier - Le Luth;OUI;27;11;16;12;4;OUI;OUI;2023-11-05T20:41:21+01:00;Gennevilliers
22604;Hôtel de Ville de Fontenay-aux-Roses;OUI;34;27;7;1;6;OUI;OUI;2023-11-05T20:43:08+01:00;Fontenay-aux-Roses
4010;Saint-Antoine Sévigné;OUI;26;17;9;5;4;OUI;OUI;2023-11-05T20:40:56+01:00;Paris
10012;Vinaigriers - Magenta;OUI;25;18;5;1;4;OUI;OUI;2023-11-05T20:43:27+01:00;Paris
21306;Place Lafayette;OUI;62;50;11;10;1;OUI;OUI;2023-11-05T20:42:33+01:00;Issy-les-Moulineaux
16101;Malakoff - Place de la Porte Maillot;OUI;31;12;5;3;2;OUI;OUI;2023-11-05T20:37:20+01:00;Paris
15057;Lucien Bossoutrot - Général Martial Vallin;OUI;39;35;3;2;1;OUI;OUI;2023-11-05T20:42:31+01:00;Paris
21213;Vanne - Général de Gaulle;OUI;25;25;0;0;0;NON;NON;2023-09-15T02:12:14+02:00;Montrouge
15004;Vaugirard - Pasteur;OUI;21;19;2;0;2;OUI;OUI;2023-11-05T20:34:34+01:00;Paris
17033;Carnot - Général Lanrezac;OUI;30;30;0;0;0;NON;NON;2018-05-21T07:30:29+02:00;Paris
6027;Blaise-Desgoffe - Vaugirard;OUI;32;19;11;11;0;OUI;OUI;2023-11-05T20:43:47+01:00;Paris
16003;André Maurois - Joseph et Marie Hackin;OUI;29;20;9;4;5;OUI;OUI;2023-11-05T20:37:50+01:00;Paris
22408;Place du 14 Juillet;OUI;22;12;9;2;7;OUI;OUI;2023-11-05T20:42:21+01:00;Malakoff
5107;Pontoise - La Tournelle;OUI;23;3;19;17;2;OUI;OUI;2023-11-05T20:42:23+01:00;Paris
13044;Place Jeanne d'Arc;OUI;36;26;10;3;7;OUI;OUI;2023-11-05T20:43:38+01:00;Paris
9101;Cadet - La Fayette;OUI;0;0;0;0;0;NON;NON;2022-10-10T15:52:42+02:00;Paris
16001;Portugais - Kléber;OUI;26;25;1;0;1;OUI;OUI;2023-11-05T20:42:52+01:00;Paris
10018;Square Alban Satragne;OUI;30;27;1;0;1;OUI;OUI;2023-11-05T20:39:00+01:00;Paris
4020;Place Edmond Michelet;OUI;23;10;13;10;3;OUI;OUI;2023-11-05T20:43:05+01:00;Paris
20007;Buzenval - Avron;OUI;50;46;2;2;0;OUI;OUI;2023-11-05T20:36:53+01:00;Paris
9024;Taitbout - La Fayette;OUI;53;52;1;1;0;OUI;OUI;2023-11-05T20:38:06+01:00;Paris
32301;Mairie de Romainville;OUI;17;13;4;1;3;OUI;OUI;2023-11-05T20:34:22+01:00;Romainville
33015;Charles Tillon - Cimetière Communal;OUI;30;8;18;9;9;OUI;OUI;2023-11-05T20:43:43+01:00;Aubervilliers
12043;Daumesnil - Hébrard;OUI;40;26;12;10;2;OUI;OUI;2023-11-05T20:34:29+01:00;Paris
18041;Rochechouart - Martyrs;OUI;20;2;18;8;10;OUI;OUI;2023-11-05T20:40:13+01:00;Paris
20108;Jardin de l'Hospice Debrousse;OUI;23;19;4;0;4;OUI;OUI;2023-11-05T20:40:28+01:00;Paris
22015;Île de la Jatte;OUI;23;4;18;5;13;OUI;OUI;2023-11-05T20:34:10+01:00;Neuilly-sur-Seine
21219;Amaury Duval - Gabriel Péri;OUI;36;32;3;2;1;OUI;OUI;2023-11-05T20:38:31+01:00;Montrouge
44016;Balzac - Olympes de Gouges;OUI;28;3;24;19;5;OUI;OUI;2023-11-05T20:41:11+01:00;Vitry-sur-Seine
31025;Paul Signac - Aristide Briand;OUI;35;28;7;1;6;OUI;OUI;2023-11-05T20:43:45+01:00;Montreuil
44005;Place Saint-Just;OUI;22;4;17;2;15;OUI;OUI;2023-11-05T20:42:47+01:00;Vitry-sur-Seine
22008;Charles de Gaulle - Graviers;OUI;0;0;0;0;0;NON;NON;2022-12-05T06:50:36+01:00;Neuilly-sur-Seine
17119;Toqueville - Cardinet;OUI;33;22;10;6;4;OUI;OUI;2023-11-05T20:37:26+01:00;Paris
5014;Jean Calvin - Tournefort;OUI;28;23;5;4;1;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
15102;Square Bela Bartok;OUI;24;2;21;19;2;OUI;OUI;2023-11-05T20:43:37+01:00;Paris
23902;Gallieni - Lycée Charles Petitet;OUI;45;29;16;10;6;OUI;OUI;2023-11-05T20:40:49+01:00;Villeneuve-la-Garenne
21501;Pont de Suresnes;OUI;24;24;0;0;0;NON;NON;2018-12-21T15:18:50+01:00;Suresnes
32011;Stade de France;OUI;44;32;12;6;6;OUI;OUI;2023-11-05T20:41:53+01:00;Saint-Denis
6012;Saint-Germain - Ciseaux;OUI;18;11;7;4;3;OUI;OUI;2023-11-05T20:40:53+01:00;Paris
20122;Vitruve - Davout;OUI;23;21;2;0;2;OUI;OUI;2023-11-05T20:43:24+01:00;Paris
13009;Auguste Blanqui - Corvisart;OUI;26;24;2;1;1;OUI;OUI;2023-11-05T20:41:07+01:00;Paris
13126;Place Nationale - Château-des-Rentiers;OUI;18;16;2;2;0;OUI;OUI;2023-11-05T20:38:41+01:00;Paris
27005;Gare du Stade;OUI;20;4;16;8;8;OUI;OUI;2023-11-05T20:43:36+01:00;Colombes
16030;Place de Barcelone - Mirabeau;OUI;55;13;42;40;2;OUI;OUI;2023-11-05T20:43:43+01:00;Paris
21319;Esplanade du Foncet - Camille Desmoulins;OUI;28;3;25;24;1;OUI;OUI;2023-11-05T20:42:56+01:00;Issy-les-Moulineaux
8020;Batignolles - Beudant;OUI;44;40;4;1;3;OUI;OUI;2023-11-05T20:42:50+01:00;Paris
9102;Londres - Place d'Estienne d'Orves;OUI;25;24;1;1;0;OUI;OUI;2023-11-05T20:42:57+01:00;Paris
17015;Place de Lévis;OUI;48;44;3;1;2;OUI;OUI;2023-11-05T20:40:34+01:00;Paris
18044;Clichy - Douai;OUI;32;20;11;1;10;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
4001;Arcole - Notre-Dame;OUI;31;28;3;3;0;OUI;OUI;2023-11-05T20:41:00+01:00;Paris
18030;Joseph Dijon - Ornano;OUI;37;32;5;2;3;OUI;OUI;2023-11-05T20:38:55+01:00;Paris
23003;Président Wilson - Baudin;OUI;28;22;4;1;3;OUI;OUI;2023-11-05T20:43:02+01:00;Levallois-Perret
92006;Place Nelson Mandela;OUI;30;27;1;0;1;OUI;OUI;2023-11-05T20:43:08+01:00;Nanterre
14010;Jean Moulin - Place Victor et Hélène Basch;OUI;41;39;1;0;1;OUI;OUI;2023-11-05T20:39:18+01:00;Paris
5024;Place Monge;OUI;21;20;1;1;0;OUI;OUI;2023-11-05T20:39:15+01:00;Paris
14131;Jourdan - Monticelli;OUI;30;26;3;1;2;OUI;OUI;2023-11-05T20:36:28+01:00;Paris
31005;Square Denise Buisson;OUI;45;37;6;3;3;OUI;OUI;2023-11-05T20:38:22+01:00;Montreuil
17023;Porte d'Asnières;OUI;36;21;11;5;6;OUI;OUI;2023-11-05T20:41:44+01:00;Paris
21314;Chemin de Bretagne;OUI;29;15;14;13;1;OUI;OUI;2023-11-05T20:40:48+01:00;Issy-les-Moulineaux
19108;Gaston Tessier - Rosa Parks RER;OUI;37;34;3;3;0;OUI;OUI;2023-11-05T20:37:04+01:00;Paris
12038;Picpus - Louis Braille;OUI;44;22;21;13;8;OUI;OUI;2023-11-05T20:41:07+01:00;Paris
4002;Marché aux fleurs;OUI;23;20;2;2;0;OUI;OUI;2023-11-05T20:36:14+01:00;Paris
12005;Crozatier - Faubourg Saint-Antoine;OUI;42;0;41;37;4;OUI;OUI;2023-11-05T20:42:31+01:00;Paris
44007;Camille Groult - Guy Môquet;OUI;22;1;19;16;3;OUI;OUI;2023-11-05T20:42:32+01:00;Vitry-sur-Seine
13516;Glacière - Soeur Catherine Marie;OUI;40;32;5;5;0;OUI;OUI;2023-11-05T20:42:01+01:00;Paris
4016;Lobau - Hôtel de Ville;OUI;60;27;32;32;0;OUI;OUI;2023-11-05T20:42:31+01:00;Paris
9011;Geoffroy - Marie;OUI;20;5;14;12;2;OUI;OUI;2023-11-05T20:41:14+01:00;Paris
6008;Assas - Luxembourg;OUI;33;32;1;0;1;OUI;OUI;2023-11-05T20:38:53+01:00;Paris
12028;Vivaldi - Antoine-Julien Hénard;OUI;27;22;5;4;1;OUI;OUI;2023-11-05T20:34:24+01:00;Paris
17003;Jacques Kellner - Saint-Ouen;OUI;45;38;6;3;3;OUI;OUI;2023-11-05T20:43:23+01:00;Paris
9034;Godot de Mauroy - Madeleine;OUI;22;11;11;10;1;OUI;OUI;2023-11-05T20:43:21+01:00;Paris
35001;Jean Jaurès - Ouvrières Pivéreuses;OUI;20;3;15;8;7;OUI;OUI;2023-11-02T04:48:55+01:00;Pantin
10021;Marché Saint-Quentin;OUI;15;13;1;1;0;OUI;OUI;2023-11-05T20:36:54+01:00;Paris
13109;Brillat-Savarin - Küss;OUI;21;14;7;6;1;OUI;OUI;2023-11-05T20:42:31+01:00;Paris
2108;Vivienne - Montmartre;OUI;39;34;4;4;0;OUI;OUI;2023-11-05T20:40:46+01:00;Paris
21204;Estienne d'Orves - Henri Ginoux;OUI;31;24;6;2;4;OUI;OUI;2023-11-05T20:40:48+01:00;Montrouge
12101;Charenton - Prague;OUI;26;2;22;18;4;OUI;OUI;2023-11-05T20:43:41+01:00;Paris
42209;Place de l'Europe - Quai de Bercy;OUI;17;7;9;8;1;OUI;OUI;2023-11-05T20:41:37+01:00;Charenton-le-Pont
15129;Hôpital Necker;OUI;40;32;6;4;2;OUI;OUI;2023-11-05T20:43:08+01:00;Paris
43001;Paris - Laitières;OUI;22;19;3;3;0;OUI;OUI;2023-11-05T20:43:41+01:00;Vincennes
3102;Bourg l'Abbé - Saint-Martin;OUI;42;8;33;30;3;OUI;OUI;2023-11-05T20:43:02+01:00;Paris
13106;Bobillot - Paulin Mery;OUI;23;7;15;1;14;OUI;OUI;2023-11-05T20:43:39+01:00;Paris
20015;Bagnolet - Orteaux;OUI;36;25;10;2;8;OUI;OUI;2023-11-05T20:37:12+01:00;Paris
11021;Charonne - Pierre Bayle;OUI;23;16;6;5;1;OUI;OUI;2023-11-05T20:42:28+01:00;Paris
51001;Gare d'Argenteuil;OUI;40;22;18;16;2;OUI;OUI;2023-11-05T20:43:32+01:00;Argenteuil
21217;Louis Rolland - République;OUI;26;25;1;0;1;OUI;OUI;2023-11-05T20:41:32+01:00;Montrouge
8027;Mairie du 8ème;OUI;14;11;3;1;2;OUI;OUI;2023-11-05T20:33:58+01:00;Paris
15064;Javel - André Citroën;OUI;45;20;25;24;1;OUI;OUI;2023-11-05T20:43:35+01:00;Paris
7109;Place Joffre - Frédéric le Play;OUI;38;28;7;6;1;OUI;OUI;2023-11-05T20:43:24+01:00;Paris
16011;Victor Hugo - La Pompe;OUI;41;29;2;2;0;OUI;OUI;2023-11-05T20:37:45+01:00;Paris
15039;Abbé Groult - Convention;OUI;12;11;1;1;0;OUI;OUI;2023-11-05T20:38:39+01:00;Paris
13032;Italie - Jardin Joan Miro;OUI;26;22;3;0;3;OUI;OUI;2023-11-05T20:40:53+01:00;Paris
21315;Jules Guesdes - Général de Gaulle;OUI;24;17;6;2;4;OUI;OUI;2023-11-05T20:41:54+01:00;Issy-les-Moulineaux
8037;Monceau - Malesherbes;OUI;38;32;6;3;3;OUI;OUI;2023-11-05T20:38:33+01:00;Paris
2112;Bibliothèque Nationale - Richelieu;OUI;17;12;4;3;1;OUI;OUI;2023-11-05T20:40:05+01:00;Paris
27004;Gare de la Garenne-Colombes;OUI;28;9;18;10;8;OUI;OUI;2023-11-05T20:43:36+01:00;Colombes
6022;Marché Saint-Germain;OUI;21;11;10;9;1;OUI;OUI;2023-11-05T20:43:27+01:00;Paris
92001;Mairie de quartier du Plateau - Mont-Valérien;OUI;20;18;2;0;2;OUI;OUI;2023-11-05T20:34:13+01:00;Nanterre
11011;Richard Lenoir - Voltaire;OUI;25;1;23;21;2;OUI;OUI;2023-11-05T20:43:15+01:00;Paris
23004;Paul Vaillant-Couturier - Victor Hugo;OUI;36;17;18;16;2;OUI;OUI;2023-11-05T20:41:03+01:00;Levallois-Perret
23102;Hôtel de Ville de Sèvres;OUI;32;17;14;10;4;OUI;OUI;2023-11-05T20:43:06+01:00;Sèvres
43010;La Jarry - Place Diderot;OUI;25;16;8;4;4;OUI;OUI;2023-11-05T20:39:07+01:00;Vincennes
33014;Parc Eli Lotar;OUI;20;15;5;2;3;OUI;OUI;2023-11-05T20:35:19+01:00;Aubervilliers
17107;Berthier - Place Stuart Merril;OUI;37;20;16;10;6;OUI;OUI;2023-11-05T20:40:09+01:00;Paris
9007;Condorcet - Turgot;OUI;20;12;7;5;2;OUI;OUI;2023-11-05T20:42:13+01:00;Paris
16002;Pergolèse - Malakoff;OUI;38;34;3;3;0;OUI;OUI;2023-11-05T20:43:47+01:00;Paris
13052;Leredde - Tolbiac;OUI;44;37;4;1;3;OUI;OUI;2023-11-05T20:34:19+01:00;Paris
23010;Voltaire - Anatole France;OUI;27;15;9;5;4;OUI;OUI;2023-11-05T20:43:23+01:00;Levallois-Perret
